x y
-5.10 -2.45
-4.30 -2.45
-3.50 -2.45
-2.70 -2.45
-1.90 -2.45
-1.10 -2.45
-0.30 -2.45
0.50 -2.45
1.30 -2.45
2.10 -2.45
2.90 -2.45
3.70 -2.45
4.50 -2.45
5.30 -2.45
6.10 -2.45
-10.70 -1.65
-9.90 -1.65
-9.10 -1.65
-8.30 -1.65
-7.50 -1.65
-6.70 -1.65
-5.90 -1.65
-5.10 -1.65
-4.30 -1.65
-3.50 -1.65
-2.70 -1.65
-1.90 -1.65
-1.10 -1.65
-0.30 -1.65
0.50 -1.65
1.30 -1.65
2.10 -1.65
2.90 -1.65
3.70 -1.65
4.50 -1.65
5.30 -1.65
6.10 -1.65
-10.70 -0.85
-9.90 -0.85
-9.10 -0.85
-8.30 -0.85
-7.50 -0.85
-6.70 -0.85
-5.90 -0.85
-5.10 -0.85
-4.30 -0.85
-3.50 -0.85
-2.70 -0.85
-1.90 -0.85
-1.10 -0.85
-0.30 -0.85
0.50 -0.85
1.30 -0.85
2.10 -0.85
2.90 -0.85
3.70 -0.85
4.50 -0.85
5.30 -0.85
6.10 -0.85
-10.70 -0.05
-9.90 -0.05
-9.10 -0.05
-8.30 -0.05
-7.50 -0.05
-6.70 -0.05
-5.90 -0.05
-5.10 -0.05
-4.30 -0.05
-3.50 -0.05
-2.70 -0.05
-1.90 -0.05
-1.10 -0.05
-0.30 -0.05
0.50 -0.05
1.30 -0.05
2.10 -0.05
2.90 -0.05
3.70 -0.05
4.50 -0.05
5.30 -0.05
6.10 -0.05
-10.70 0.75
-9.90 0.75
-9.10 0.75
-8.30 0.75
-7.50 0.75
-6.70 0.75
-5.90 0.75
-5.10 0.75
-4.30 0.75
-3.50 0.75
-2.70 0.75
-1.90 0.75
-1.10 0.75
-0.30 0.75
0.50 0.75
1.30 0.75
2.10 0.75
2.90 0.75
3.70 0.75
4.50 0.75
5.30 0.75
6.10 0.75
-10.70 1.55
-9.90 1.55
-9.10 1.55
-8.30 1.55
-7.50 1.55
-6.70 1.55
-5.90 1.55
-5.10 1.55
-4.30 1.55
-3.50 1.55
-2.70 1.55
-1.90 1.55
-1.10 1.55
-0.30 1.55
0.50 1.55
1.30 1.55
2.10 1.55
2.90 1.55
3.70 1.55
4.50 1.55
5.30 1.55
6.10 1.55
-10.70 2.35
-9.90 2.35
-9.10 2.35
-8.30 2.35
-7.50 2.35
-6.70 2.35
-5.90 2.35
-5.10 2.35
-4.30 2.35
-3.50 2.35
-2.70 2.35
-1.90 2.35
-1.10 2.35
-0.30 2.35
0.50 2.35
1.30 2.35
2.10 2.35
2.90 2.35
3.70 2.35
4.50 2.35
5.30 2.35
6.10 2.35
-10.70 3.15
-9.90 3.15
-9.10 3.15
-8.30 3.15
-7.50 3.15
-6.70 3.15
-5.90 3.15
-5.10 3.15
-4.30 3.15
-3.50 3.15
-2.70 3.15
-1.90 3.15
-1.10 3.15
-0.30 3.15
0.50 3.15
1.30 3.15
2.10 3.15
2.90 3.15
3.70 3.15
4.50 3.15
5.30 3.15
6.10 3.15
-10.70 3.95
-9.90 3.95
-9.10 3.95
-8.30 3.95
-7.50 3.95
-6.70 3.95
-5.90 3.95
-5.10 3.95
-4.30 3.95
-3.50 3.95
-2.70 3.95
-1.90 3.95
-1.10 3.95
-0.30 3.95
0.50 3.95
1.30 3.95
2.10 3.95
2.90 3.95
3.70 3.95
4.50 3.95
5.30 3.95
6.10 3.95
-10.70 4.75
-9.90 4.75
-9.10 4.75
-8.30 4.75
-7.50 4.75
-6.70 4.75
-5.90 4.75
-5.10 4.75
-4.30 4.75
-3.50 4.75
-2.70 4.75
-1.90 4.75
-1.10 4.75
-0.30 4.75
0.50 4.75
1.30 4.75
2.10 4.75
2.90 4.75
3.70 4.75
4.50 4.75
5.30 4.75
6.10 4.75
-10.70 5.55
-9.90 5.55
-9.10 5.55
-8.30 5.55
-7.50 5.55
-6.70 5.55
-5.90 5.55
-5.10 5.55
-4.30 5.55
-3.50 5.55
-2.70 5.55
-1.90 5.55
-1.10 5.55
-0.30 5.55
0.50 5.55
1.30 5.55
2.10 5.55
2.90 5.55
3.70 5.55
4.50 5.55
5.30 5.55
6.10 5.55
-10.70 6.35
-9.90 6.35
-9.10 6.35
-8.30 6.35
-7.50 6.35
-6.70 6.35
-5.90 6.35
-5.10 6.35
-4.30 6.35
-3.50 6.35
-2.70 6.35
-1.90 6.35
-1.10 6.35
-0.30 6.35
0.50 6.35
1.30 6.35
2.10 6.35
2.90 6.35
3.70 6.35
4.50 6.35
5.30 6.35
6.10 6.35
-10.70 7.15
-9.90 7.15
-9.10 7.15
-8.30 7.15
-7.50 7.15
-6.70 7.15
-5.90 7.15
-5.10 7.15
-4.30 7.15
-3.50 7.15
-2.70 7.15
-1.90 7.15
-1.10 7.15
-0.30 7.15
0.50 7.15
1.30 7.15
2.10 7.15
2.90 7.15
3.70 7.15
4.50 7.15
5.30 7.15
6.10 7.15
-10.70 7.95
-9.90 7.95
-9.10 7.95
-8.30 7.95
-7.50 7.95
-6.70 7.95
-5.90 7.95
-5.10 7.95
-4.30 7.95
-3.50 7.95
-2.70 7.95
-1.90 7.95
-1.10 7.95
-0.30 7.95
0.50 7.95
1.30 7.95
2.10 7.95
2.90 7.95
3.70 7.95
4.50 7.95
5.30 7.95
6.10 7.95
-10.70 8.75
-9.90 8.75
-9.10 8.75
-8.30 8.75
-7.50 8.75
-6.70 8.75
-5.90 8.75
-5.10 8.75
-4.30 8.75
-3.50 8.75
-2.70 8.75
-1.90 8.75
-1.10 8.75
-0.30 8.75
0.50 8.75
1.30 8.75
2.10 8.75
2.90 8.75
3.70 8.75
4.50 8.75
5.30 8.75
6.10 8.75
-10.70 9.55
-9.90 9.55
-9.10 9.55
-8.30 9.55
-7.50 9.55
-6.70 9.55
-5.90 9.55
-5.10 9.55
-4.30 9.55
-3.50 9.55
-2.70 9.55
-1.90 9.55
-1.10 9.55
-0.30 9.55
0.50 9.55
1.30 9.55
2.10 9.55
2.90 9.55
3.70 9.55
4.50 9.55
5.30 9.55
6.10 9.55
